YEAR,MONTH,BENE_GEO_LVL,BENE_STATE_ABRVTN,BENE_STATE_DESC,BENE_COUNTY_DESC,BENE_FIPS_CD,TOT_BENES,ORGNL_MDCR_BENES,MA_AND_OTH_BENES,AGED_TOT_BENES,AGED_ESRD_BENES,AGED_NO_ESRD_BENES,DSBLD_TOT_BENES,DSBLD_ESRD_AND_ESRD_ONLY_BENES,DSBLD_NO_ESRD_BENES,MALE_TOT_BENES,FEMALE_TOT_BENES,WHITE_TOT_BENES,BLACK_TOT_BENES,API_TOT_BENES,HSPNC_TOT_BENES,NATIND_TOT_BENES,OTHR_TOT_BENES,AGE_LT_25_BENES,AGE_25_TO_44_BENES,AGE_45_TO_64_BENES,AGE_65_TO_69_BENES,AGE_70_TO_74_BENES,AGE_75_TO_79_BENES,AGE_80_TO_84_BENES,AGE_85_TO_89_BENES,AGE_90_TO_94_BENES,AGE_GT_94_BENES,DUAL_TOT_BENES,FULL_DUAL_TOT_BENES,PART_DUAL_TOT_BENES,NODUAL_TOT_BENES,QMB_ONLY_BENES,QMB_PLUS_BENES,SLMB_ONLY_BENES,SLMB_PLUS_BENES,QDWI_QI_BENES,OTHR_FULL_DUAL_MDCD_BENES,A_B_TOT_BENES,A_B_ORGNL_MDCR_BENES,A_B_MA_AND_OTH_BENES,A_TOT_BENES,A_ORGNL_MDCR_BENES,A_MA_AND_OTH_BENES,B_TOT_BENES,B_ORGNL_MDCR_BENES,B_MA_AND_OTH_BENES,PRSCRPTN_DRUG_TOT_BENES,PRSCRPTN_DRUG_PDP_BENES,PRSCRPTN_DRUG_MAPD_BENES,PRSCRPTN_DRUG_DEEMED_ELIGIBLE_FULL_LIS_BENES,PRSCRPTN_DRUG_FULL_LIS_BENES,PRSCRPTN_DRUG_PARTIAL_LIS_BENES,PRSCRPTN_DRUG_NO_LIS_BENES
2013,Year,State,OH,Ohio,Total,39,"2,057,861","1,290,622","767,239","1,711,440","9,576","1,701,864","346,421","8,964","337,457","921,650","1,136,211","1,784,160","204,482","15,617","23,593",754,"29,255","4,902","77,627","263,892","499,326","412,187","308,908","231,476","162,149","73,737","23,658","320,344","207,392","112,953","1,737,517","61,731","114,333","31,342","19,570","19,880","73,490","1,894,989","1,142,060","752,928","2,038,625","1,285,691","752,934","1,914,225","1,146,992","767,234","1,528,464","1,023,281","505,183","346,046","35,596","15,953","1,130,868"
2013,Year,State,OK,Oklahoma,Total,40,"651,558","545,575","105,982","527,878","2,401","525,477","123,680","3,001","120,679","297,531","354,027","538,083","38,978","4,976","12,677","51,666","5,179","1,841","26,226","95,614","160,489","133,074","97,352","69,041","43,026","18,863","6,032","111,031","89,627","21,404","540,526",472,"70,912","13,042","6,227","7,890","12,488","600,090","494,116","105,974","650,952","544,975","105,977","600,695","494,717","105,979","416,874","323,179","93,694","117,110","15,703","6,060","278,001"
2013,Year,State,OR,Oregon,Total,41,"699,232","405,771","293,461","596,309","2,083","594,226","102,923","2,041","100,882","326,864","372,368","640,151","8,809","14,348","19,157","5,686","11,081","1,425","21,466","80,032","189,851","148,902","100,644","72,167","50,755","25,626","8,363","107,317","64,659","42,658","591,915","20,969","44,003","13,059","5,025","8,629","15,631","641,776","348,348","293,428","697,366","403,933","293,433","643,641","350,185","293,456","484,218","223,796","260,422","110,606","8,676","5,160","359,777"
2013,Year,State,PA,Pennsylvania,Total,42,"2,439,177","1,485,479","953,699","2,043,482","10,186","2,033,295","395,696","8,188","387,507","1,081,747","1,357,430","2,122,886","200,273","28,727","56,893",642,"29,757","5,839","86,569","303,288","573,915","477,516","359,544","289,669","211,543","98,143","33,152","410,025","336,090","73,935","2,029,152","5,879","261,067","41,358","15,858","26,698","59,165","2,234,525","1,280,928","953,597","2,436,917","1,483,281","953,637","2,236,785","1,283,126","953,659","1,756,142","958,730","797,412","422,883","39,664","24,228","1,269,367"
2013,Year,State,RI,"Rhode Island",Total,44,"195,617","127,016","68,602","159,987",656,"159,330","35,631",473,"35,158","85,763","109,854","170,334","6,440","2,304","11,933",319,"4,287",567,"7,847","27,216","45,915","36,246","26,473","22,014","17,538","8,779","3,023","39,428","32,720","6,708","156,189","1,384","21,316","3,439",18,"1,886","11,385","171,954","103,364","68,591","193,304","124,713","68,591","174,268","105,666","68,601","141,959","75,375","66,584","41,238","3,257","1,940","95,525"
2013,Year,State,SC,"South Carolina",Total,45,"873,456","696,727","176,729","703,906","4,273","699,633","169,550","5,363","164,187","394,661","478,794","647,877","204,194","4,887","8,163",629,"7,706","1,800","31,041","136,710","231,699","184,022","123,588","82,793","51,090","23,188","7,526","151,298","124,487","26,811","722,158",526,"113,093","15,356",101,"10,930","11,293","819,110","642,488","176,623","868,958","692,333","176,625","823,608","646,881","176,727","527,717","361,775","165,942","160,938","28,971","9,729","328,078"
2013,Year,State,SD,"South Dakota",Total,46,"147,380","125,866","21,514","128,788",470,"128,317","18,593",474,"18,119","68,672","78,709","137,232",590,498,857,"6,752","1,451",295,"4,351","13,946","37,029","30,569","22,724","17,745","12,298","6,139","2,285","19,739","12,135","7,604","127,641","4,103","8,785","2,246",977,"1,255","2,373","136,381","114,867","21,514","147,302","125,788","21,514","136,460","114,946","21,514","97,457","86,304","11,153","20,404","2,013",987,"74,052"
2013,Year,State,TN,Tennessee,Total,47,"1,169,616","818,522","351,093","926,176","4,936","921,240","243,440","5,932","237,508","528,950","640,666","1,003,649","140,613","6,581","8,530",718,"9,524","2,776","48,421","192,242","296,069","238,113","165,941","114,340","70,622","31,053","10,039","257,247","138,238","119,009","912,369","59,514","55,459","59,190","11,164",305,"71,616","1,092,948","741,945","351,003","1,168,310","817,308","351,003","1,094,253","743,160","351,093","826,911","495,317","331,594","266,851","24,110","15,493","520,456"
2013,Year,State,TX,Texas,Total,48,"3,385,888","2,466,558","919,330","2,827,532","19,331","2,808,201","558,356","26,409","531,947","1,550,629","1,835,259","2,193,213","367,617","74,690","713,992","5,781","30,595","8,478","122,151","427,727","903,285","713,044","504,653","356,328","221,254","98,040","30,928","644,265","374,366","269,899","2,741,623","151,788","311,553","81,552","16,299","36,559","46,515","3,106,760","2,187,508","919,252","3,376,237","2,456,968","919,269","3,116,411","2,197,097","919,313","2,243,401","1,521,041","722,360","678,438","115,113","33,099","1,416,752"
2013,Year,State,UT,Utah,Total,49,"320,136","214,362","105,775","273,363",914,"272,449","46,773","1,147","45,626","149,994","170,142","291,109","1,940","5,607","15,169","1,982","4,329",854,"12,813","33,106","83,696","69,141","49,805","35,511","22,588","9,817","2,807","33,623","28,768","4,854","286,513",807,"18,069","2,348","2,588","1,699","8,111","287,970","182,202","105,768","317,562","211,794","105,768","290,544","184,770","105,775","199,250","99,974","99,276","37,108","4,929","2,001","155,212"
2013,Year,State,VT,Vermont,Total,50,"123,888","114,860","9,028","102,106",278,"101,828","21,782",207,"21,576","57,776","66,112","119,217",502,565,781,65,"2,758",475,"5,617","15,690","32,465","25,208","17,147","12,833","8,735","4,274","1,443","27,655","19,589","8,066","96,234","2,099","14,013","3,086","2,443","2,880","3,132","113,560","104,534","9,026","123,691","114,665","9,026","113,757","104,729","9,028","77,287","69,995","7,291","28,713",827,"1,268","46,479"
2013,Year,State,VA,Virginia,Total,51,"1,269,554","1,077,450","192,104","1,065,285","5,885","1,059,400","204,269","6,368","197,901","571,850","697,705","969,650","221,052","34,324","23,592",671,"20,265","2,966","42,725","158,579","336,569","268,221","186,432","133,577","86,850","40,589","13,047","178,307","116,258","62,049","1,091,248","28,197","89,817","22,512",420,"11,340","26,021","1,145,583","953,558","192,025","1,263,683","1,071,658","192,026","1,151,454","959,350","192,104","744,617","573,743","170,874","188,602","34,400","11,234","510,381"
2013,Year,State,WA,Washington,Total,53,"1,100,992","785,744","315,248","932,473","3,495","928,978","168,519","3,628","164,891","512,910","588,082","952,916","28,781","49,555","35,691","11,665","22,385","2,272","37,875","128,372","301,559","231,693","156,828","112,621","77,270","39,552","12,950","170,131","120,820","49,311","930,861","25,498","113,224","15,711","1,600","8,102","5,997","1,002,453","687,248","315,205","1,099,669","784,464","315,206","1,003,776","688,528","315,248","661,626","389,048","272,579","177,691","13,010","6,571","464,355"
2013,Year,State,WV,"West Virginia",Total,54,"403,904","310,301","93,603","309,030","1,460","307,570","94,874","1,246","93,628","193,379","210,525","387,269","10,689","1,148","1,612",147,"3,039","1,079","18,391","75,403","95,889","76,177","56,646","39,700","26,230","10,815","3,573","76,431","44,329","32,102","327,473","18,273","4,919","9,013","1,788","4,816","37,622","378,252","284,710","93,543","403,616","310,073","93,543","378,541","284,937","93,603","270,048","189,574","80,475","80,574","12,222","4,764","172,489"
2013,Year,State,WI,Wisconsin,Total,55,"993,953","659,782","334,171","840,585","3,627","836,958","153,368","3,290","150,078","452,443","541,511","906,678","43,082","8,114","16,179","6,188","13,712","2,508","35,813","115,046","244,753","199,046","149,218","114,921","80,700","38,553","13,395","155,431","134,868","20,563","838,522","9,106","76,695","7,822","12,088","3,635","46,085","930,053","595,906","334,148","993,576","659,420","334,156","930,430","596,267","334,163","655,048","405,630","249,417","160,385","9,279","3,572","481,812"
2013,Year,State,WY,Wyoming,Total,56,"88,760","85,515","3,244","76,612",180,"76,432","12,148",208,"11,940","42,906","45,854","82,004",516,345,"3,610","1,188","1,096",207,"2,708","9,233","24,557","19,301","13,459","9,481","6,159","2,726",928,"10,508","6,393","4,115","78,252","2,288","3,082","1,134","3,148",693,163,"82,021","78,779","3,242","88,712","85,471","3,242","82,068","78,824","3,244","51,517","49,190","2,327","10,962","1,174",543,"38,837"
2013,Year,State,AS,"American Samoa",Total,60,"3,798","3,683",115,"2,565",48,"2,517","1,233",82,"1,152","1,967","1,832",155,14,"3,119",40,*,*,19,148,"1,067",990,674,463,209,103,34,92,157,131,27,"3,641",*,116,*,*,*,*,"2,532","2,417",115,"3,798","3,683",115,"2,532","2,418",115,402,288,114,181,*,*,205
2013,Year,State,GU,Guam,Total,66,"13,624","13,577",47,"11,845",162,"11,683","1,779",303,"1,476","6,728","6,896","1,030",75,"6,759","4,017",*,*,29,412,"1,338","3,901","3,027","2,332","1,385",752,250,197,57,46,*,"13,567",*,41,*,*,*,*,"9,092","9,046",47,"13,332","13,285",47,"9,384","9,338",47,"2,873","2,829",45,69,*,*,"2,782"
2013,Year,State,MP,"Northern Mariana Islands",Total,69,"1,868",*,*,"1,526",51,"1,475",343,93,250,"1,017",851,197,*,910,565,*,188,*,*,246,599,428,258,153,50,23,15,*,*,*,*,*,*,*,*,*,*,"1,452",*,*,"1,818",*,*,"1,502",*,*,519,*,*,*,*,*,442
2013,Year,State,PR,"Puerto Rico",Total,72,"711,896","192,429","519,467","535,069","2,967","532,101","176,827","2,829","173,998","336,265","375,630","1,776",174,38,"709,828",26,54,"1,454","28,166","147,207","161,656","134,570","100,660","65,841","39,785","18,126","14,430","5,197","3,187","2,010","706,699","1,157","2,502",*,30,*,656,"597,019","77,556","519,464","711,568","192,101","519,467","597,347","77,883","519,464","543,458","27,111","516,347","8,278","1,952",259,"532,969"
2013,Year,State,VI,"Virgin Islands",Total,78,"17,883","17,739",145,"16,152",141,"16,011","1,732",103,"1,628","8,506","9,378","2,533","13,014",155,"1,761",*,*,28,383,"1,321","5,768","4,557","2,866","1,560",841,369,191,171,98,73,"17,713",48,56,*,0,*,41,"16,081","15,936",145,"17,757","17,612",145,"16,208","16,063",145,"7,008","6,874",134,175,*,*,"6,806"
2013,Year,State,UK,Unknown,Unknown,99,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,Year,State,FO,"Foreign and Other Outlying Areas",Total,"     ","393,493","391,830","1,663","378,335",36,"378,299","15,159",28,"15,131","179,616","213,877","238,449","11,990","33,882","91,721",774,"16,678",182,"3,135","11,842","85,051","88,866","74,611","57,712","41,042","20,665","10,388","1,904","1,324",580,"391,590",373,960,128,*,78,*,"42,861","41,198","1,662","393,235","391,572","1,663","43,119","41,457","1,662","8,863","7,347","1,516","2,026",642,43,"6,152"
2014,Year,State,AL,Alabama,Total,01,"946,174","719,685","226,488","720,124","4,330","715,794","226,050","5,444","220,606","424,740","521,433","713,068","215,616","4,043","5,812",858,"6,777","2,597","45,157","178,296","229,921","182,875","130,898","90,264","54,547","23,504","8,115","204,495","87,037","117,458","741,679","64,125","69,530","35,286","3,927","18,047","13,581","880,876","654,448","226,428","940,743","714,312","226,431","886,306","659,821","226,485","660,444","447,021","213,424","209,256","33,311","11,267","406,610"
2014,Year,State,AK,Alaska,Total,02,"79,813","79,190",623,"67,228",247,"66,981","12,584",360,"12,225","40,610","39,203","58,651","2,082","3,239","2,086","11,951","1,803",229,"2,980","9,376","25,634","18,359","10,667","6,682","3,756","1,585",544,"15,618","15,011",607,"64,195",79,"10,728",241,12,287,"4,271","69,882","69,260",622,"79,523","78,901",622,"70,172","69,549",623,"32,026","31,551",476,"16,348",956,225,"14,497"
2014,Year,State,AZ,Arizona,Total,04,"1,094,219","683,604","410,615","940,374","4,594","935,780","153,844","4,720","149,125","511,528","582,690","868,999","32,874","16,109","131,374","28,677","16,186","1,780","31,271","120,794","294,336","244,551","169,152","116,142","72,507","33,673","10,013","185,757","142,334","43,423","908,461","4,488","97,995","23,519","3,744","15,416","40,596","999,299","588,784","410,515","1,084,611","674,091","410,520","1,008,907","598,297","410,610","761,357","365,222","396,135","187,687","12,549","7,070","554,052"
2014,Year,State,AR,Arkansas,Total,05,"585,209","472,495","112,714","449,973","2,035","447,938","135,236","2,445","132,791","269,307","315,902","496,971","71,853","2,872","6,982","2,352","4,179","1,938","28,485","104,813","139,935","115,898","82,055","56,748","34,383","15,586","5,368","125,959","66,213","59,746","459,250","28,981","52,314","20,569","4,285","10,195","9,614","545,694","432,988","112,707","584,751","472,044","112,708","546,152","433,439","112,713","390,655","290,466","100,189","129,733","16,007","6,704","238,211"
2014,Year,State,CA,California,Total,06,"5,481,565","3,346,902","2,134,664","4,758,618","31,394","4,727,224","722,947","28,705","694,242","2,508,703","2,972,862","3,272,949","351,586","611,967","1,082,098","20,120","142,847","8,976","144,059","569,913","1,461,217","1,155,889","830,323","611,004","414,794","213,397","71,995","1,305,015","1,266,861","38,155","4,176,550","13,990","1,162,872","7,503",318,"16,661","103,672","4,880,469","2,748,528","2,131,941","5,349,709","3,217,742","2,131,967","5,012,326","2,877,687","2,134,638","4,133,532","2,048,278","2,085,255","1,340,281","80,402","26,354","2,686,495"
2014,Year,State,CO,Colorado,Total,08,"754,042","481,916","272,125","651,418","2,322","649,096","102,624","2,447","100,177","349,722","404,320","621,946","24,956","12,378","78,337","2,075","14,350","1,107","21,733","79,784","219,441","163,216","109,002","77,330","50,205","24,419","7,805","104,069","72,858","31,211","649,973","16,883","39,437","8,966","6,308","5,362","27,113","679,858","409,305","270,554","743,532","472,976","270,556","690,368","418,245","272,123","518,389","263,698","254,691","107,834","13,334","4,828","392,394"
2014,Year,State,CT,Connecticut,Total,09,"620,104","470,693","149,411","537,947","2,375","535,573","82,157","2,007","80,150","274,586","345,518","511,975","44,622","10,101","37,625",437,"15,344","1,172","17,152","63,833","155,520","127,697","89,877","71,567","53,835","29,127","10,323","160,223","75,959","84,264","459,881","72,940","60,865","7,527","1,090","3,797","14,005","555,504","406,103","149,400","617,370","467,968","149,401","558,238","408,829","149,410","434,029","291,620","142,409","162,275","2,611",509,"268,635"
2014,Year,State,DE,Delaware,Total,10,"174,299","160,727","13,572","147,529",914,"146,615","26,770",841,"25,930","78,937","95,362","136,136","28,303","2,541","4,077",68,"3,175",327,"4,942","21,501","46,735","38,309","25,863","18,319","11,099","5,490","1,714","26,710","12,061","14,649","147,590","7,645","7,051","4,467",23,"2,538","4,987","161,137","147,574","13,563","173,660","160,097","13,563","161,776","148,204","13,572","122,618","110,943","11,675","27,349","2,521","1,388","91,360"
2014,Year,State,DC,"District of Columbia",Total,11,"86,040","75,865","10,174","70,995",895,"70,100","15,044","1,001","14,043","36,881","49,159","23,730","55,894","1,314","3,100",32,"1,970",277,"3,234","11,533","20,937","17,156","12,025","8,815","6,309","3,502","2,252","29,095","20,833","8,262","56,945","8,052","13,089",185,22,25,"7,722","69,616","59,511","10,105","83,782","73,677","10,105","71,873","61,699","10,174","48,020","38,190","9,829","30,060",838,138,"16,984"
2014,Year,State,FL,Florida,Total,12,"3,893,113","2,419,753","1,473,361","3,361,912","15,457","3,346,455","531,201","14,896","516,305","1,788,429","2,104,685","2,863,082","384,351","48,821","533,828","2,699","60,333","6,241","97,842","427,119","977,672","841,975","614,032","444,920","297,429","140,642","45,243","729,200","353,794","375,405","3,163,914","213,785","284,437","102,432","13,366","59,188","55,991","3,657,482","2,184,760","1,472,722","3,886,813","2,414,079","1,472,735","3,663,782","2,190,434","1,473,348","2,800,507","1,386,676","1,413,831","763,899","58,423","26,065","1,952,120"
2014,Year,State,GA,Georgia,Total,13,"1,470,377","1,046,068","424,309","1,191,652","8,641","1,183,011","278,725","11,664","267,061","656,482","813,895","1,024,360","377,366","24,189","25,738",729,"17,996","3,073","54,264","221,389","404,880","310,568","205,938","137,333","82,596","37,661","12,675","295,389","139,063","156,326","1,174,988","84,745","17,264","42,738","2,997","28,843","118,802","1,352,462","928,953","423,509","1,454,756","1,031,247","423,509","1,368,082","943,774","424,309","1,019,278","611,446","407,832","304,914","48,412","14,718","651,234"
2014,Year,State,HI,Hawaii,Total,15,"237,472","127,755","109,717","213,530","1,659","211,871","23,942","1,640","22,302","109,687","127,785","67,337","2,200","123,987","15,994",232,"27,723",280,"5,053","18,608","64,714","50,657","34,398","27,592","21,214","11,127","3,829","36,685","32,201","4,485","200,786",303,"25,742","3,062",60,"1,119","6,399","208,850","99,180","109,670","236,786","127,114","109,672","209,536","99,821","109,715","165,371","60,078","105,293","37,320","4,425","1,143","122,482"
2014,Year,State,ID,Idaho,Total,16,"270,682","185,711","84,970","228,899",729,"228,170","41,783",852,"40,930","130,095","140,587","252,279",704,"1,926","9,607","2,207","3,960",678,"9,755","31,350","73,046","59,376","40,641","27,426","17,364","8,428","2,618","39,377","24,025","15,352","231,304","8,297","17,235","4,624","2,137","2,432","4,653","251,926","166,960","84,965","270,512","185,546","84,965","252,096","167,125","84,970","175,398","99,541","75,857","40,076","4,293","2,086","128,944"
2014,Year,State,IL,Illinois,Total,17,"2,027,834","1,675,276","352,558","1,733,345","10,961","1,722,384","294,489","9,602","284,887","903,176","1,124,658","1,546,278","266,714","52,558","127,260",853,"34,170","4,454","63,275","226,760","516,150","420,066","306,105","225,915","157,588","79,098","28,423","349,537","305,986","43,552","1,678,297","11,114","150,944","17,414","20,134","15,024","134,908","1,833,411","1,480,886","352,525","2,002,659","1,650,131","352,528","1,858,586","1,506,031","352,555","1,369,745","1,061,266","308,479","370,089","37,674","14,353","947,629"
2014,Year,State,IN,Indiana,Total,18,"1,123,876","871,912","251,964","923,938","5,024","918,914","199,938","4,965","194,973","504,786","619,090","1,001,164","81,778","6,721","18,817",536,"14,861","2,651","42,497","154,790","283,684","228,147","163,134","117,648","80,431","38,467","12,428","170,338","119,039","51,299","953,538","36,944","80,092","10,996","7,635","3,359","31,312","1,046,907","795,025","251,882","1,122,656","870,772","251,884","1,048,127","796,165","251,962","797,169","588,071","209,098","184,683","24,464","8,773","579,249"
2014,Year,State,IA,Iowa,Total,19,"560,771","480,296","80,474","484,409","1,745","482,664","76,362","1,446","74,916","253,158","307,613","533,373","9,726","3,580","6,298",740,"7,054","1,349","17,211","57,801","138,167","111,923","86,458","66,872","47,883","24,492","8,613","81,987","64,464","17,523","478,783","8,492","36,089","5,483","8,925","3,548","19,450","524,247","443,777","80,470","560,494","480,024","80,470","524,523","444,049","80,474","415,845","347,899","67,946","84,691","6,262","3,288","321,604"
2014,Year,State,KS,Kansas,Total,20,"477,241","413,994","63,247","404,583","1,672","402,911","72,658","1,745","70,913","216,087","261,154","425,653","23,270","4,988","14,613","2,646","6,070","1,182","16,074","55,402","120,251","95,056","70,338","54,675","38,228","19,221","6,813","64,728","39,658","25,070","412,513","13,134","23,746","7,696","2,692","4,239","13,220","440,148","376,920","63,229","476,253","413,024","63,229","441,136","377,890","63,246","327,188","270,036","57,153","67,865","8,236","3,762","247,326"
2014,Year,State,KY,Kentucky,Total,21,"846,071","639,253","206,818","641,288","3,152","638,136","204,783","3,107","201,677","392,754","453,317","779,379","50,389","3,465","4,591",309,"7,939","2,484","41,123","161,176","207,878","161,938","114,188","78,842","49,216","22,238","6,989","174,156","95,906","78,250","671,915","43,992","67,824","22,977","3,785","11,281","24,297","784,331","579,515","204,816","836,679","631,863","204,816","793,723","586,905","206,818","611,984","450,560","161,424","183,878","28,814","10,373","388,919"
2014,Year,State,LA,Louisiana,Total,22,"768,511","549,669","218,842","606,091","4,343","601,747","162,420","5,601","156,819","353,018","415,493","522,898","212,476","6,170","18,037",836,"8,094","2,463","34,768","125,189","193,468","151,960","107,662","75,806","47,749","20,925","8,521","199,271","103,001","96,271","569,240","50,341","83,850","28,270","4,623","17,659","14,528","714,357","495,530","218,827","767,237","548,403","218,834","715,632","496,797","218,835","548,953","336,231","212,723","200,505","15,758","7,187","325,504"
2014,Year,State,ME,Maine,Total,23,"299,623","238,627","60,996","240,532",659,"239,873","59,091",565,"58,526","140,218","159,405","289,233","1,238","1,318","1,465",846,"5,522",975,"13,994","44,122","75,913","58,866","41,436","30,636","20,630","9,851","3,199","90,012","52,052","37,960","209,611","24,732","44,535","8,089",683,"5,139","6,835","276,488","215,505","60,984","298,311","237,327","60,984","277,800","216,804","60,996","207,405","149,841","57,564","94,536","1,126",377,"111,366"
2014,Year,State,MD,Maryland,Total,24,"904,904","825,514","79,390","777,436","5,181","772,255","127,468","5,188","122,280","400,209","504,695","603,154","229,076","31,659","21,037",465,"19,512","1,882","26,829","98,757","243,283","193,978","133,121","96,308","66,011","33,304","11,432","129,984","81,851","48,134","774,920","27,017","73,350","13,151",72,"7,966","8,429","789,634","710,346","79,288","902,709","823,421","79,289","791,828","712,440","79,389","506,062","436,740","69,322","135,583","20,346","6,367","343,766"
2014,Year,State,MA,Massachusetts,Total,25,"1,188,819","949,707","239,112","984,152","3,977","980,175","204,667","2,826","201,841","528,427","660,393","1,006,250","54,141","29,302","67,150",727,"31,251","3,619","49,260","151,789","293,486","232,783","164,360","130,163","95,610","49,902","17,850","285,301","262,711","22,590","903,518","1,300","199,854","13,367","6,380","7,924","56,478","1,066,912","827,830","239,082","1,187,020","947,922","239,098","1,068,711","829,616","239,095","780,492","555,080","225,412","292,498","9,231","7,106","471,657"
2014,Year,State,MI,Michigan,Total,26,"1,853,186","1,290,015","563,171","1,506,178","8,449","1,497,729","347,008","7,860","339,148","844,663","1,008,523","1,537,837","225,180","20,210","32,421","5,965","31,573","5,224","73,390","268,394","463,120","370,602","260,562","191,693","134,805","64,585","20,811","287,456","245,406","42,050","1,565,730","7,068","183,877","22,108","9,952","12,874","51,578","1,747,125","1,184,042","563,083","1,850,849","1,287,760","563,089","1,749,463","1,186,298","563,165","1,394,470","1,063,889","330,581","305,481","35,726","13,735","1,039,528"
2014,Year,State,MN,Minnesota,Total,27,"888,701","429,171","459,529","764,188","2,702","761,486","124,513","2,434","122,079","406,668","482,033","819,695","23,448","14,298","9,136","6,769","15,354","2,028","30,429","92,056","227,282","184,204","133,655","99,860","70,236","36,259","12,690","133,251","116,671","16,579","755,450","2,519","74,008","9,245","10,518","4,816","32,146","824,146","364,644","459,502","887,785","428,280","459,505","825,061","365,536","459,526","656,373","382,619","273,754","139,698","9,415","4,990","502,270"
2014,Year,State,MS,Mississippi,Total,28,"547,627","473,961","73,666","416,809","3,047","413,762","130,819","4,446","126,372","246,849","300,778","372,317","165,764","2,184","3,240",954,"3,169","1,486","25,568","103,765","133,623","104,380","75,973","51,495","32,018","13,848","5,472","157,228","77,725","79,502","390,400","46,575","53,519","20,692",81,"12,235","24,126","517,068","443,413","73,655","547,256","473,601","73,655","517,440","443,773","73,666","380,306","312,185","68,121","159,040","13,783","5,220","202,264"
2014,Year,State,MO,Missouri,Total,29,"1,112,886","818,851","294,034","900,683","4,423","896,260","212,203","4,505","207,699","505,439","607,447","977,930","102,099","7,430","11,874","1,953","11,600","3,026","43,802","165,376","271,374","224,399","160,497","117,976","77,013","37,160","12,264","169,241","131,761","37,479","943,645","13,770","85,779","16,011","10,852","7,698","35,131","1,028,961","734,948","294,013","1,110,991","816,968","294,023","1,030,856","736,831","294,024","799,876","522,944","276,931","188,303","25,776","10,105","575,692"
2014,Year,State,MT,Montana,Total,30,"194,686","161,272","33,414","166,614",462,"166,152","28,072",489,"27,582","94,944","99,741","180,998",403,707,"2,150","7,368","3,060",353,"5,658","22,061","53,378","42,138","29,023","20,034","13,378","6,449","2,213","24,530","15,379","9,151","170,156","4,875","9,576","2,950","1,272","1,325","4,531","180,030","146,634","33,396","194,051","160,655","33,396","180,665","147,250","33,414","120,258","88,598","31,659","25,449","4,292","1,872","88,644"
2014,Year,State,NE,Nebraska,Total,31,"305,743","269,572","36,171","264,382",930,"263,451","41,361","1,003","40,359","138,189","167,554","280,280","10,106","2,141","7,420","1,534","4,262",683,"9,430","31,248","77,192","61,386","46,455","36,750","25,504","12,787","4,307","39,505","35,040","4,465","266,238",301,"25,490","2,457",61,"1,707","9,489","280,997","244,828","36,169","305,403","269,234","36,169","281,337","245,166","36,171","210,250","179,606","30,644","42,178","4,405","1,933","161,734"
2014,Year,State,NV,Nevada,Total,32,"433,515","294,150","139,365","372,546","1,962","370,584","60,969","2,033","58,936","209,870","223,644","323,790","32,255","22,904","41,766","3,008","9,791",692,"11,735","48,542","125,323","101,653","66,913","41,731","24,063","10,050","2,814","49,196","25,653","23,543","384,318","12,628","19,810","7,005","1,211","3,910","4,632","387,082","247,754","139,328","431,983","292,654","139,328","388,614","249,249","139,365","279,889","144,106","135,783","54,325","12,462","3,623","209,480"
